-5.22134353,49.99018430,30UUA,2
-5.22444257,50.28648673,30UUA,2
-4.88535383,50.29003327,30UUA,2
-4.88225479,49.99373084,30UUA,2
-5.22134353,49.99018430,30UUA,2
-4.81700803,50.19269224,30UUA,3
-4.81917128,50.40239264,30UUA,3
-4.59774948,50.40467681,30UUA,3
-4.59558622,50.19497641,30UUA,3
-4.81700803,50.19269224,30UUA,3
-4.32681226,50.26538565,30UVA,4
-4.32949749,50.50419204,30UVA,4
-4.03153875,50.50754240,30UVA,4
-4.02885352,50.26873601,30UVA,4
-4.32681226,50.26538565,30UVA,4
-4.02836874,50.34858574,30UVA,6
-3.59095786,50.34954708,30UVA,6
-3.59050258,50.14239479,30UVA,6
-4.02791346,50.14143345,30UVA,6
-4.02836874,50.34858574,30UVA,6
-3.70217003,50.54597303,30UVA,9
-3.40839636,50.54736093,30UVA,9
-3.40701580,50.32217476,30UVA,9
-3.70171618,50.32171356,30UVA,9
-3.70217003,50.54597303,30UVA,9
-4.42178593,51.42341117,30UVB,11
-3.82293641,51.44272890,30UVB,11
-3.80799343,50.97949660,30UVB,11
-4.40684295,50.96017888,30UVB,11
-4.42178593,51.42341117,30UVB,11
-3.50331426,50.71209921,30UVB,12
-3.27987264,50.71209921,30UVB,12
-3.27987264,50.55463065,30UVB,12
-3.50331426,50.55463065,30UVB,12
-3.50331426,50.71209921,30UVB,12
-2.09408027,50.75094301,30UWB,13
-1.71524861,50.74717354,30UWB,13
-1.71712598,50.55849793,30UWB,13
-2.09595764,50.56226740,30UWB,13
-2.09408027,50.75094301,30UWB,13
-1.57249822,50.95668855,30UXB,14
-0.64846788,50.92494705,30UXB,14
-0.66153373,50.54458557,30UXB,14
-1.58556407,50.57632707,30UXB,14
-1.57249822,50.95668855,30UXB,14
-2.99680783,51.45839990,30UWC,15
-2.99680783,51.69910317,30UWC,15
-2.60709778,51.69910317,30UWC,15
-2.60709778,51.45839990,30UWC,15
-2.99680783,51.45839990,30UWC,15
-2.60188325,50.65531930,30UWB,16
-2.12042715,50.63533433,30UWB,16
-2.12382455,50.55348792,30UWB,16
-2.60528065,50.57347289,30UWB,16
-2.60188325,50.65531930,30UWB,16
-6.46954824,50.02839047,29UPR,17
-6.21948222,50.01433053,29UPR,17
-6.23080104,49.81301712,29UPR,17
-6.48086707,49.82707706,29UPR,17
-6.46954824,50.02839047,29UPR,17
-5.80439836,52.27315606,30UUC,18
-4.47991835,52.32141647,30UUC,18
-4.45149348,51.54131174,30UUC,18
-5.77597349,51.49305133,30UUC,18
-5.80439836,52.27315606,30UUC,18
-4.44365223,51.80223964,30UVC,19
-3.87160825,51.82236179,30UVC,19
-3.86086484,51.51694204,30UVC,19
-4.43290882,51.49681989,30UVC,19
-4.44365223,51.80223964,30UVC,19
-5.78972890,50.24112375,30UUA,20
-5.35725171,50.27582106,30UUA,20
-5.33577430,50.00812051,30UUA,20
-5.76825149,49.97342320,30UUA,20
-5.78972890,50.24112375,30UUA,20
1.10125436,51.40797467,31UCS,21
1.52530692,51.43096547,31UCS,21
1.55028195,50.97031487,31UCS,21
1.12622940,50.94732407,31UCS,21
1.10125436,51.40797467,31UCS,21
0.43671218,51.41670413,31UCS,22
1.02249105,51.43623009,31UCS,22
1.02698637,51.30137064,31UCS,22
0.44120750,51.28184468,31UCS,22
0.43671218,51.41670413,31UCS,22
0.52676637,51.77823557,31UCT,23
0.98569433,51.79250276,31UCT,23
0.99557138,51.47479087,31UCT,23
0.53664342,51.46052368,31UCT,23
0.52676637,51.77823557,31UCT,23
0.84043954,52.16521280,31UCT,24
1.53012484,52.18611236,31UCT,24
1.54449944,51.71175050,31UCT,24
0.85481414,51.69085094,31UCT,24
0.84043954,52.16521280,31UCT,24
0.02418999,53.20241854,31UCU,25
0.60129834,53.22302955,31UCU,25
0.61684464,52.78773306,31UCU,25
0.03973629,52.76712205,31UCU,25
0.02418999,53.20241854,31UCU,25
-0.89918315,53.79241720,30UXE,26
-0.02471939,53.83742637,30UXE,26
-0.00824939,53.51743765,30UXE,26
-0.88271314,53.47242848,30UXE,26
-0.89918315,53.79241720,30UXE,26
-4.47852073,53.02343633,30UVD,27
-3.90738172,53.04664288,30UVD,27
-3.87976363,52.36693109,30UVD,27
-4.45090265,52.34372453,30UVD,27
-4.47852073,53.02343633,30UVD,27
-4.49979636,53.09334198,30UUD,28
-4.48515088,52.68977738,30UUD,28
-4.83868680,52.67694745,30UUD,28
-4.85333229,53.08051205,30UUD,28
-4.49979636,53.09334198,30UUD,28
